Model,Scenario,Category,Category_name,Category_subset,Subset_Ch4,Category_Vetting_historical,IMP_marker,Literature Reference (if applicable),Policy_category,Policy_category_name,Project_study,CO2 emissions 2030 Gt CO2/yr,CO2 emissions 2050 Gt CO2/yr,CO2 emissions 2100 Gt CO2/yr,COVID,GDP|MER-per-capita-in-2100,GDP|MER-per-capita-in-2100_bin,GHG emissions 2030 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2050 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2100 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions reductions 2019-2030 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2040 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2020 % modelled Native,CO2 emissions reductions 2019-2030 % modelled Native,CO2 emissions reductions 2019-2040 % modelled Native,CO2 emissions reductions 2019-2050 % modelled Native,CO2 emissions reductions 2019-2100 % modelled Native,CH4 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2050 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2030 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2040 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2050 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2030 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2040 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2050 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2020 % modelled Native-with-Infilled,GHG emissions reductions 2019-2030 % modelled Native-with-Infilled,GHG emissions reductions 2019-2040 % modelled Native-with-Infilled,GHG emissions reductions 2019-2050 % modelled Native-with-Infilled,GHG emissions reductions 2019-2100 % modelled Native-with-Infilled,Year of 50% CO2 emissions reductions 2019 modelled vs Harmonized-Infilled,Peak Emissions|CO2,Peak Emissions|GHGs,Population-in-2100,Population-in-2100_bin,Time horizon,Vetting_future,Vetting_historical,Climate impacts,Regional_scope,Scenario_scope,Sectoral_scope,Ssp_family,Technology_category_name,Year of peak CO2 Emissions (Harm-Infilled),Year of peak GHG Emissions,Year of netzero CO2 emissions (Harm-Infilled) Table SPM2,Year of netzero GHG emissions (Harm-Infilled) Table SPM2,"Cumulative net-negative CO2 (post net-zero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020 to netzero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020-2100, Gt CO2) (Harm-Infilled)",Median peak warming (MAGICCv7.5.3),P33 peak warming (MAGICCv7.5.3),P67 peak warming (MAGICCv7.5.3),Median warming in 2100 (MAGICCv7.5.3),Median year of peak warming (MAGICCv7.5.3),Median warming at year of netzero Emissions|CO2 (MAGICCv7.5.3),P67 warming at year of netzero (MAGICCv7.5.3) (Harm-Infilled),Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 3.0C (MAGICCv7.5.3),Category_FaIRv1.6.2,Category_name_FaIRv1.6.2,Median peak warming (FaIRv1.6.2),P33 peak warming (FaIRv1.6.2),P67 peak warming (FaIRv1.6.2),Median warming in 2100 (FaIRv1.6.2),Median year of peak warming (FaIRv1.6.2),Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 3.0C (FaIRv1.6.2),IMP_color_rgb,IMP_color_hex,Category_color_rgb,Category_color_hex
GCAM-PR 5.3,USCurM+UpdPledges+RoWCond,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,33.54384861,24.94893632,,FALSE,,,,,,,,,,,,1.425338795,8.730081203,19.10412761,32.11609621,,,,,,,,,,,,,,,,,38.84774198,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM-PR 5.3,USCurM2020+RoWCond,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,35.51050857,30.57310959,,FALSE,,,,,,,,,,,,1.306495699,4.669851335,7.66171655,17.92460315,,,,,,,,,,,,,,,,,39.19670971,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM-PR 5.3,USCurM2020+RoWUncond,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,37.63815512,35.35460662,,FALSE,,,,,,,,,,,,1.306495699,-1.041946956,-1.268808801,5.088379703,,,,,,,,,,,,,,,,,39.19670971,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM-PR 5.3,USCurM2020+UpdPledges+RoWCond,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,33.91909503,25.59123531,,FALSE,,,,,,,,,,,,1.304278306,8.949774382,18.7742416,31.30454257,,,,,,,,,,,,,,,,,39.19670971,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM-PR 5.3,USEngage2020+UpdPledges+RoWCond,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,32.96958225,23.75467637,,FALSE,,,,,,,,,,,,1.398545821,11.18141965,22.92775253,36.00596404,,,,,,,,,,,,,,,,,39.19670971,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM-PR 5.3,USEngage2020+UpdPledges+RoWRatchet,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1029/2021EF002077,P1d,P1d: Other policies,de Ven 2021,32.28469288,20.08580816,,FALSE,,,,,,,,,,,,1.398545821,13.02648099,28.09329677,45.88973096,,,,,,,,,,,,,,,,,39.19670971,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GCAM5.2_NET,GCAM_1.5C_high_os_high-cost-DAC,failed-vetting,failed-vetting,no-climate-assessment,Limit to 2C (>67%) immediate 2020 action,failed_Vetting_historical_failed-vetting,non-IMP,http://dx.doi.org/10.1038/s41558-020-0876-z,P2,P2: Immediate global action,Fuhrman 2020,40.73255159,-6.332755124,-20.07257756,FALSE,43271.07126,Low,58.04790327,9.965100331,-4.665598344,1.342151132,45.04320435,83.06337857,-3.122765035,55.19122937,108.4913016,-2.078227855,-3.979594705,58.92141154,116.1658744,151.2400623,9.258795728,16.61846981,17.83483839,1.813364292,-0.844529997,-5.415188384,43.63210316,53.64379237,43.56953459,-1.98013736,0.622027175,46.63015608,86.62255121,110.3824001,2040,42.83364665,62.7399323,9024.486,Medium,2100,Pass,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,2025,2025,2049,2068,-736550.6967,859.5318134,124.510912,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,"111, 120, 153",6F7899
GCAM5.2_NET,GCAM_1.5C_high_os_low-cost-DAC,failed-vetting,failed-vetting,no-climate-assessment,Limit to 2C (>67%) immediate 2020 action,failed_Vetting_historical_failed-vetting,non-IMP,http://dx.doi.org/10.1038/s41558-020-0876-z,P2,P2: Immediate global action,Fuhrman 2020,40.73255095,-6.318334862,-20.06876076,FALSE,43271.07126,Low,58.04790269,10.45240293,-4.391661162,1.342152017,45.04320685,82.23516214,-3.122763792,55.19123259,108.4534989,-2.078227825,-3.979593383,58.92141503,116.1290632,151.2303191,9.258795728,16.61847082,13.95383615,1.813364292,-0.844529997,-6.586525167,43.63210316,53.64379237,43.69935448,-1.980137336,0.622028122,46.6301587,85.74299548,109.8872548,2040,42.83364632,62.73993204,9024.486,Medium,2100,Pass,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,2025,2025,2049,2070,-734187.0087,859.557248,126.8874314,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,"111, 120, 153",6F7899
GCAM5.2_NET,GCAM_1.5C_low_os_high-cost-DAC,failed-vetting,failed-vetting,no-climate-assessment,Limit to 2C (>67%) immediate 2020 action,failed_Vetting_historical_failed-vetting,non-IMP,http://dx.doi.org/10.1038/s41558-020-0876-z,P2,P2: Immediate global action,Fuhrman 2020,14.87547206,-6.447371684,-6.793736954,FALSE,43271.07126,Low,30.54502213,9.81518633,8.30892644,48.0858738,78.71151013,83.31817146,57.45822075,100.0958557,108.7476932,-2.078227867,62.02679445,107.7465208,116.4584606,117.3426409,20.77293579,23.56202389,18.15161687,6.403584432,0.256062917,-5.311466047,63.78652543,54.00380368,43.75135794,-1.98013737,50.328157,82.48385009,86.90474958,87.06830636,2029,39.98771777,59.97094962,9024.486,Medium,2100,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2040,inf,-264408.9717,405.0969861,140.7285542,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,"111, 120, 153",6F7899
GCAM5.2_NET,GCAM_1.5C_low_os_low-cost-DAC,failed-vetting,failed-vetting,no-climate-assessment,Limit to 2C (>67%) immediate 2020 action,failed_Vetting_historical_failed-vetting,non-IMP,http://dx.doi.org/10.1038/s41558-020-0876-z,P2,P2: Immediate global action,Fuhrman 2020,14.87547143,-6.449881798,-6.80037613,FALSE,43271.07126,Low,30.54502152,10.30619803,8.652295183,48.08587478,77.82752082,82.48365106,57.45822213,100.0912909,108.7504208,-2.078227833,62.02679595,107.7469341,116.4648683,117.359589,20.77293579,19.07068419,14.10284124,6.403584432,-0.185429839,-6.595488826,63.78652543,54.08351999,43.95153472,-1.980137344,50.32815803,81.54506437,86.01745389,86.44945362,2029,39.98771766,59.97094954,9024.486,Medium,2100,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2040,inf,-263430.7161,405.0776176,141.6855108,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,"111, 120, 153",6F7899
GCAM5.2_NET,GCAM_1.5C_low_os_noDAC,failed-vetting,failed-vetting,no-climate-assessment,Limit to 2C (>67%) immediate 2020 action,failed_Vetting_historical_failed-vetting,non-IMP,http://dx.doi.org/10.1038/s41558-020-0876-z,P2,P2: Immediate global action,Fuhrman 2020,14.87548375,-6.422997055,-6.780096525,FALSE,43271.07126,Low,30.54496777,9.256818718,7.358785606,48.0859295,78.86363381,84.2671584,57.45828619,100.0853616,108.694412,-2.078202183,62.02677966,107.7368385,116.396232,117.3078135,20.772982,24.39005248,22.89587656,6.403648435,0.303456526,-3.843944445,63.78652543,53.94874334,43.69380703,-1.980117028,50.32816299,82.64730192,87.912961,88.77672196,2029,39.98772358,59.97089762,9024.486,Medium,2100,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,2040,inf,-263555.1521,405.10317,141.5841195,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,"111, 120, 153",6F7899
GEM-E3 V1,CD-LINKS_INDCi,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1007/s10584-020-02837-9,P1c,P1c: NDC,CD-LINKS,35.60936078,29.92894818,,FALSE,,,,,,,,,,,,-2.244736551,-0.247689599,7.802950028,15.74384257,,,,,,,,,,,,,,,,,36.35111972,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_INDCi_recGenTaxation,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P1d,P1d: Other policies,CD-LINKS,36.861736,49.42084044,,FALSE,,,,,,,,,,,,-0.771671269,-4.013458829,-17.39040479,-39.45172177,,,,,,,,,,,,,,,,,49.42084044,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_INDCi_recSocialSecurity,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P1d,P1d: Other policies,CD-LINKS,36.81556479,49.31341258,,FALSE,,,,,,,,,,,,-0.771671242,-3.883176763,-17.23362722,-39.14859067,,,,,,,,,,,,,,,,,49.31341258,,,,2050,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1007/s10584-020-02837-9,P1b,P1b: Current policies,CD-LINKS,39.95064471,43.7413505,,FALSE,,,,,,,,,,,,-2.248875744,-12.44884038,-19.78347334,-23.11851728,,,,,,,,,,,,,,,,,43.7413505,,,,2050,Pass,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_1000,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1038/s41560-018-0179-z; https://doi.org/10.1038/s41467-020-15414-6,P2a,P2a: Immediate global action without transfers,CD-LINKS,30.44800009,8.687691185,,FALSE,,,,,,,,,,,,-2.240577932,14.26693921,47.52154311,75.53788905,,,,,,,,,,,,,,,,,36.31062624,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_1000_recGenTaxation,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P2c,P2c: Other policies + Immediate global action,CD-LINKS,24.64303018,15.27127204,,FALSE,,,,,,,,,,,,-0.771318624,30.46328276,47.65265976,56.90813517,,,,,,,,,,,,,,,,,35.71222147,,,,2050,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_1000_recSocialSecurity,no-climate-assessment,no-climate-assessment,no-climate-assessment,NA,no-climate-assessment,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P2c,P2c: Other policies + Immediate global action,CD-LINKS,24.60863449,15.25347032,,FALSE,,,,,,,,,,,,-0.771318724,30.5603394,47.7159198,56.9583675,,,,,,,,,,,,,,,,,35.71222164,,,,2050,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_1600,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1038/s41560-018-0179-z; https://doi.org/10.1038/s41467-020-15414-6,P2a,P2a: Immediate global action without transfers,CD-LINKS,33.64058079,16.34018913,,FALSE,,,,,,,,,,,,-2.240577932,5.277524005,27.13387451,53.99059301,,,,,,,,,,,,,,,,,36.8152036,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_400,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1038/s41560-018-0179-z; https://doi.org/10.1038/s41467-020-15414-6,P2a,P2a: Immediate global action without transfers,CD-LINKS,19.28726626,5.248962061,,FALSE,,,,,,,,,,,,-2.241107308,45.69371047,78.53308035,85.22073323,,,,,,,,,,,,,,,,,36.31165886,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_400_recGenTaxation,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P2c,P2c: Other policies + Immediate global action,CD-LINKS,21.4858558,8.299881789,,FALSE,,,,,,,,,,,,-0.771318605,39.37207112,60.54735182,76.5797254,,,,,,,,,,,,,,,,,35.71222142,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3 V1,CD-LINKS_NPi2020_400_recSocialSecurity,failed-vetting,failed-vetting,no-climate-assessment,NA,failed_Vetting_historical_failed-vetting,non-IMP,https://doi.org/10.1007/s10584-019-02440-7,P2c,P2c: Other policies + Immediate global action,CD-LINKS,21.54905196,8.612291165,,FALSE,,,,,,,,,,,,-0.771318626,39.19374677,60.20736504,75.69818114,,,,,,,,,,,,,,,,,35.71222146,,,,2050,Warning,Fail,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,,,,,,,,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,no-climate-assessment,,,,
GEM-E3_V2021,EN_INDCi2030_1000,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,"Limit 2C (>67%) or return to 1.5C (>50%) after high OS, NDCs until 2030",C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P3b,P3b: NDC + Delayed global action,ENGAGE,41.03231247,9.784436543,-0.000424351,FALSE,48947.43938,Low,56.48981498,16.89906022,7.774851711,0.739373985,46.35316694,70.30595166,2.51508392,53.0782054,79.87499396,-0.592264513,2.724432829,50.9959478,76.80397333,100.001006,-3.539716818,30.36825556,51.01569534,-3.272589869,22.84586965,37.27121155,-25.11503571,-24.51880238,3.601600434,-1.082810669,0.769059392,44.94577607,68.40623564,85.14051587,2040,42.43134581,57.55928457,10934.71123,High,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2064,inf,-39898.7047,874.9627036,835.3315025,1.831137223,1.694699528,1.967475031,1.679475096,2049,1.767897033,1.910282533,0.873333333,0.296666667,0.01,C3,C3: limit warming to 2¡C (>67%),1.731727209,1.599096824,1.872415207,1.639464244,2049,0.801519893,0.205185516,0.003576218,,,"111, 120, 153",6F7899
GEM-E3_V2021,EN_INDCi2030_1000_COV,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,"Limit 2C (>67%) or return to 1.5C (>50%) after high OS, NDCs until 2030",C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P3b,P3b: NDC + Delayed global action,ENGAGE,39.99382438,10.50511967,-9.07E-05,TRUE,45925.29678,Low,54.5695458,17.58732122,7.379034372,-1.618482836,43.68965774,67.24918865,-0.385847367,50.32331505,76.80579877,0.742806917,0.000201524,48.27974907,73.73319841,100.0002267,-5.338683351,27.79090498,47.40374688,-4.573662667,19.71741623,35.71499112,-27.24378488,-27.79668318,-2.739296327,0.283046198,-1.49539,42.30224432,65.32883629,85.01156476,2040,41.18221495,54.90695916,10934.71123,High,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2015,2025,2066,inf,-37310.04854,872.0490292,834.8376604,1.80105744,1.665097147,1.933468357,1.649150584,2049,1.738350822,1.880146,0.851666667,0.265,0.006666667,C3,C3: limit warming to 2¡C (>67%),1.705907782,1.575764048,1.846038523,1.619721038,2049,0.776486366,0.189539562,0.003576218,,,"111, 120, 153",6F7899
